sourceName,sourceVersion,device,creationDate,startDate,endDate,workoutActivityType,duration,durationUnit,Year,totalDistanceUnit,totalEnergyBurned,totalEnergyBurnedUnit
John’s Apple Watch,4.2.2,,2018-02-06 11:29:01 -0800,2018-02-06 11:26:50 -0800,2018-02-06 11:29:00 -0800,Running,2.162106583515800,min,2018,,,
John’s Apple Watch,4.2.2,,2018-02-06 12:05:19 -0800,2018-02-06 11:30:08 -0800,2018-02-06 12:05:19 -0800,HighIntensityIntervalTraining,35.17358224987980,min,2018,,,
John’s Apple Watch,4.2.2,,2018-02-07 12:08:03 -0800,2018-02-07 11:28:45 -0800,2018-02-07 12:08:02 -0800,Running,39.2745468000571,min,2018,,,
John’s Apple Watch,4.2.2,,2018-02-08 12:08:41 -0800,2018-02-08 11:28:05 -0800,2018-02-08 12:08:40 -0800,Running,40.57213889956470,min,2018,,,
John’s Apple Watch,4.2.2,,2018-02-10 09:56:44 -0800,2018-02-10 08:23:14 -0800,2018-02-10 09:56:42 -0800,Walking,93.4644206504027,min,2018,,,
John’s Apple Watch,4.2.2,,2018-02-10 13:31:11 -0800,2018-02-10 12:53:14 -0800,2018-02-10 13:31:10 -0800,Walking,37.93389723300930,min,2018,,,
John’s Apple Watch,4.2.2,,2018-02-12 11:28:54 -0800,2018-02-12 11:26:07 -0800,2018-02-12 11:28:53 -0800,Running,2.772153049707410,min,2018,,,
John’s Apple Watch,4.2.2,,2018-02-12 12:00:40 -0800,2018-02-12 11:29:06 -0800,2018-02-12 12:00:39 -0800,HighIntensityIntervalTraining,31.55185293356580,min,2018,,,
John’s Apple Watch,4.2.2,,2018-02-15 12:39:21 -0800,2018-02-15 11:37:28 -0800,2018-02-15 12:39:20 -0800,Running,61.87211595177650,min,2018,,,
John’s Apple Watch,4.2.2,,2018-02-18 12:13:48 -0800,2018-02-18 11:19:26 -0800,2018-02-18 12:13:47 -0800,Walking,54.34721519947050,min,2018,,,
John’s Apple Watch,4.2.2,,2018-02-20 11:31:58 -0800,2018-02-20 11:26:54 -0800,2018-02-20 11:31:57 -0800,Running,5.063487549622850,min,2018,,,
John’s Apple Watch,4.2.2,,2018-02-20 12:10:01 -0800,2018-02-20 11:32:17 -0800,2018-02-20 12:10:00 -0800,Other,37.71422204971310,min,2018,,,
John’s Apple Watch,4.2.3,,2018-02-21 11:31:25 -0800,2018-02-21 11:28:23 -0800,2018-02-21 11:31:25 -0800,Running,3.027948615948360,min,2018,,,
John’s Apple Watch,4.2.3,,2018-02-21 12:02:40 -0800,2018-02-21 11:31:37 -0800,2018-02-21 12:02:40 -0800,HighIntensityIntervalTraining,31.05442159970600,min,2018,,,
John’s Apple Watch,4.2.3,,2018-02-24 09:53:48 -0800,2018-02-24 08:43:24 -0800,2018-02-24 09:53:47 -0800,Walking,70.3911455988884,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-01 12:04:44 -0800,2018-03-01 11:27:52 -0800,2018-03-01 12:04:43 -0800,Running,36.83899741768840,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-03 09:30:37 -0800,2018-03-03 09:02:30 -0800,2018-03-03 09:30:36 -0800,Walking,28.10132871667540,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-03 10:09:42 -0800,2018-03-03 09:44:22 -0800,2018-03-03 10:09:41 -0800,Walking,25.31653993328410,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-04 10:51:00 -0800,2018-03-04 09:31:12 -0800,2018-03-04 10:50:58 -0800,Walking,79.76528736551600,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-05 11:29:12 -0800,2018-03-05 11:26:20 -0800,2018-03-05 11:29:11 -0800,Running,2.845270383358000,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-05 13:18:44 -0800,2018-03-05 11:33:51 -0800,2018-03-05 13:18:43 -0800,HighIntensityIntervalTraining,104.8620805501940,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-06 11:30:59 -0800,2018-03-06 11:28:38 -0800,2018-03-06 11:30:58 -0800,Running,2.262842283646270,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-06 12:37:01 -0800,2018-03-06 11:30:59 -0800,2018-03-06 12:36:59 -0800,HighIntensityIntervalTraining,65.99984768430390,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-07 12:25:22 -0800,2018-03-07 11:23:54 -0800,2018-03-07 12:25:20 -0800,Running,61.44254549940430,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-08 13:18:05 -0800,2018-03-08 11:26:41 -0800,2018-03-08 13:18:03 -0800,Running,111.3596126159030,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-12 13:01:35 -0800,2018-03-12 10:28:25 -0800,2018-03-12 13:01:33 -0800,Running,11.30628906687100,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-13 10:51:03 -0800,2018-03-13 10:26:02 -0800,2018-03-13 10:51:02 -0800,Running,13.49460600018500,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-13 10:59:38 -0800,2018-03-13 10:51:15 -0800,2018-03-13 10:59:37 -0800,HighIntensityIntervalTraining,8.365714716911320,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-19 10:27:42 -0800,2018-03-19 10:25:24 -0800,2018-03-19 10:27:42 -0800,Running,2.226281583309170,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-19 11:00:44 -0800,2018-03-19 10:27:42 -0800,2018-03-19 11:00:43 -0800,HighIntensityIntervalTraining,33.01118080019950,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-20 10:39:39 -0800,2018-03-20 10:29:43 -0800,2018-03-20 10:39:38 -0800,Running,9.887509115537010,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-20 11:53:53 -0800,2018-03-20 10:39:39 -0800,2018-03-20 11:53:52 -0800,HighIntensityIntervalTraining,74.22697318196300,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-21 13:35:17 -0800,2018-03-21 10:23:03 -0800,2018-03-21 13:35:16 -0800,Running,3.720687182744340,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-26 10:31:30 -0800,2018-03-26 10:28:48 -0800,2018-03-26 10:31:30 -0800,Running,2.649315333366390,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-26 11:00:37 -0800,2018-03-26 10:31:30 -0800,2018-03-26 11:00:36 -0800,HighIntensityIntervalTraining,29.10055628418920,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-27 10:26:51 -0800,2018-03-27 10:23:55 -0800,2018-03-27 10:26:50 -0800,Running,2.887311834096910,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-27 11:08:57 -0800,2018-03-27 10:26:51 -0800,2018-03-27 11:08:56 -0800,HighIntensityIntervalTraining,42.08693801561990,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-29 10:31:08 -0800,2018-03-29 10:27:32 -0800,2018-03-29 10:31:08 -0800,Running,3.561497916777930,min,2018,,,
John’s Apple Watch,4.2.3,,2018-03-29 11:25:27 -0800,2018-03-29 10:31:08 -0800,2018-03-29 11:25:26 -0800,HighIntensityIntervalTraining,54.28567408323290,min,2018,,,
John’s Apple Watch,4.2.3,,2018-04-05 12:00:19 -0800,2018-04-05 09:40:01 -0800,2018-04-05 12:00:17 -0800,Running,140.2614491681260,min,2018,,,
John’s Apple Watch,4.2.3,,2018-04-06 17:12:59 -0800,2018-04-06 16:27:38 -0800,2018-04-06 17:12:58 -0800,Walking,45.3407159169515,min,2018,,,
John’s Apple Watch,4.2.3,,2018-04-12 10:35:05 -0800,2018-04-12 10:31:26 -0800,2018-04-12 10:35:04 -0800,Running,3.55704990029335,min,2018,,,
John’s Apple Watch,4.2.3,,2018-04-12 13:35:27 -0800,2018-04-12 10:35:05 -0800,2018-04-12 13:35:25 -0800,HighIntensityIntervalTraining,180.3388221840060,min,2018,,,
John’s Apple Watch,4.2.3,,2018-04-14 15:59:49 -0800,2018-04-14 09:10:55 -0800,2018-04-14 15:59:43 -0800,HighIntensityIntervalTraining,408.7939386983710,min,2018,,,
John’s Apple Watch,4.2.3,,2018-04-16 10:30:49 -0800,2018-04-16 10:25:25 -0800,2018-04-16 10:30:48 -0800,Running,5.338451383511230,min,2018,,,
John’s Apple Watch,4.2.3,,2018-04-16 12:28:33 -0800,2018-04-16 10:30:49 -0800,2018-04-16 12:28:31 -0800,HighIntensityIntervalTraining,117.7049768507480,min,2018,,,
John’s Apple Watch,4.2.3,,2018-04-18 11:56:42 -0800,2018-04-18 10:31:52 -0800,2018-04-18 11:56:38 -0800,Running,84.77014435132350,min,2018,,,
John’s Apple Watch,4.2.3,,2018-04-19 10:30:18 -0800,2018-04-19 10:24:49 -0800,2018-04-19 10:30:16 -0800,Running,5.409831533829370,min,2018,,,
John’s Apple Watch,4.2.3,,2018-04-19 11:54:56 -0800,2018-04-19 10:30:18 -0800,2018-04-19 11:54:55 -0800,HighIntensityIntervalTraining,84.60980515082680,min,2018,,,
John’s Apple Watch,4.3,,2018-04-23 10:32:57 -0800,2018-04-23 10:30:04 -0800,2018-04-23 10:32:56 -0800,Running,2.837583049138390,min,2018,,,
John’s Apple Watch,4.3,,2018-04-23 14:39:31 -0800,2018-04-23 10:32:57 -0800,2018-04-23 14:39:29 -0800,HighIntensityIntervalTraining,246.5448132654030,min,2018,,,
John’s Apple Watch,4.3,,2018-04-24 10:30:46 -0800,2018-04-24 10:27:53 -0800,2018-04-24 10:30:45 -0800,Running,2.842833216985070,min,2018,,,
John’s Apple Watch,4.3,,2018-04-24 10:57:37 -0800,2018-04-24 10:30:46 -0800,2018-04-24 10:57:36 -0800,HighIntensityIntervalTraining,26.83944591681160,min,2018,,,
John’s Apple Watch,4.3,,2018-04-26 10:31:27 -0800,2018-04-26 10:28:51 -0800,2018-04-26 10:31:26 -0800,Running,2.567522299289700,min,2018,,,
John’s Apple Watch,4.3,,2018-04-26 10:58:06 -0800,2018-04-26 10:31:27 -0800,2018-04-26 10:58:05 -0800,HighIntensityIntervalTraining,26.62963738441470,min,2018,,,
John’s Apple Watch,4.3,,2018-04-26 11:00:49 -0800,2018-04-26 10:59:43 -0800,2018-04-26 11:00:48 -0800,Running,1.08531728386879,min,2018,,,
John’s Apple Watch,4.3,,2018-05-02 06:55:03 -0800,2018-04-30 10:27:16 -0800,2018-05-01 14:43:05 -0800,Running,1695.813733617470,min,2018,,,
John’s Apple Watch,4.3,,2018-05-02 10:50:01 -0800,2018-05-02 10:31:24 -0800,2018-05-02 10:50:00 -0800,Running,18.56404723326370,min,2018,,,
John’s Apple Watch,4.3,,2018-05-02 11:00:19 -0800,2018-05-02 10:50:01 -0800,2018-05-02 11:00:18 -0800,HighIntensityIntervalTraining,10.29113766551020,min,2018,,,
John’s Apple Watch,4.3,,2018-05-07 11:33:38 -0800,2018-05-07 10:27:13 -0800,2018-05-07 11:33:34 -0800,HighIntensityIntervalTraining,66.35701961517330,min,2018,,,
John’s Apple Watch,4.3,,2018-05-08 10:28:44 -0800,2018-05-08 10:26:39 -0800,2018-05-08 10:28:42 -0800,Running,2.03866099913915,min,2018,,,
John’s Apple Watch,4.3,,2018-05-13 11:21:05 -0800,2018-05-13 10:38:22 -0800,2018-05-13 11:21:04 -0800,Walking,42.70700906713800,min,2018,,,
John’s Apple Watch,4.3,,2018-06-02 07:46:31 -0800,2018-06-02 06:43:37 -0800,2018-06-02 07:46:30 -0800,Walking,62.89463313420610,min,2018,,,
John’s Apple Watch,4.3.1,,2018-06-04 10:17:16 -0800,2018-06-04 08:37:22 -0800,2018-06-04 10:17:14 -0800,Walking,99.85930110017460,min,2018,,,
John’s Apple Watch,4.3.1,,2018-06-04 15:20:24 -0800,2018-06-04 12:43:28 -0800,2018-06-04 15:20:21 -0800,Walking,156.8847140173120,min,2018,,,
John’s Apple Watch,4.3.1,,2018-06-30 09:19:37 -0800,2018-06-30 08:00:37 -0800,2018-06-30 09:19:35 -0800,Walking,78.97286791602770,min,2018,,,
John’s Apple Watch,4.3.1,,2018-07-03 15:48:13 -0800,2018-07-03 14:58:01 -0800,2018-07-03 15:48:12 -0800,Walking,50.18844371835390,min,2018,,,
John’s Apple Watch,4.3.1,,2018-07-04 12:36:03 -0800,2018-07-04 10:21:18 -0800,2018-07-04 12:36:01 -0800,Walking,134.7203511516250,min,2018,,,
John’s Apple Watch,4.3.1,,2018-07-05 21:44:38 -0800,2018-07-05 18:58:34 -0800,2018-07-05 21:44:34 -0800,Walking,166.0021418333050,min,2018,,,
John’s Apple Watch,4.3.2,,2018-07-14 10:08:43 -0800,2018-07-14 09:16:21 -0800,2018-07-14 10:08:42 -0800,Walking,52.35039259990060,min,2018,,,
John’s Apple Watch,4.3.2,,2018-07-15 09:34:49 -0800,2018-07-15 08:06:11 -0800,2018-07-15 09:34:48 -0800,Walking,88.60532741546630,min,2018,,,
John’s Apple Watch,4.3.2,,2018-07-23 16:38:47 -0800,2018-07-23 16:12:09 -0800,2018-07-23 16:38:46 -0800,Walking,26.60325823227570,min,2018,,,
John’s Apple Watch,4.3.2,,2018-07-26 19:58:47 -0800,2018-07-26 19:09:54 -0800,2018-07-26 19:58:45 -0800,Walking,48.85328655044240,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-06 11:03:19 -0800,2018-08-06 10:01:12 -0800,2018-08-06 11:03:18 -0800,HighIntensityIntervalTraining,62.09715514977770,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-08 10:44:25 -0800,2018-08-08 09:59:15 -0800,2018-08-08 10:44:24 -0800,Cycling,45.14941364924110,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-11 08:23:36 -0800,2018-08-10 20:48:31 -0800,2018-08-11 08:23:34 -0800,Walking,695.0487335165340,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-12 17:24:53 -0800,2018-08-12 16:32:25 -0800,2018-08-12 17:24:51 -0800,Walking,52.44089923302330,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-13 10:52:43 -0800,2018-08-13 10:04:21 -0800,2018-08-13 10:52:42 -0800,HighIntensityIntervalTraining,48.34131875038150,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-17 09:45:31 -0800,2018-08-17 09:05:06 -0800,2018-08-17 09:45:30 -0800,Cycling,40.40793289939560,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-18 11:44:25 -0800,2018-08-18 10:21:32 -0800,2018-08-18 11:44:25 -0800,Walking,27.2014783680439,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-18 19:50:09 -0800,2018-08-18 19:25:53 -0800,2018-08-18 19:50:08 -0800,Walking,24.24932501514750,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-19 08:54:45 -0800,2018-08-19 07:57:47 -0800,2018-08-19 08:54:43 -0800,Walking,56.93946338295940,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-19 17:32:44 -0800,2018-08-19 17:16:03 -0800,2018-08-19 17:32:43 -0800,Walking,16.66157153248790,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-20 10:13:19 -0800,2018-08-20 10:00:29 -0800,2018-08-20 10:13:18 -0800,HighIntensityIntervalTraining,12.55145240028700,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-20 10:49:31 -0800,2018-08-20 10:13:19 -0800,2018-08-20 10:49:31 -0800,HighIntensityIntervalTraining,36.19783738255500,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-22 10:48:21 -0800,2018-08-22 10:04:31 -0800,2018-08-22 10:48:20 -0800,Cycling,43.81718546748160,min,2018,,,
Keiser M Series,3.7.6,,2018-08-22 13:05:25 -0800,2018-08-22 13:03:35 -0800,2018-08-22 13:05:05 -0800,Cycling,1.5,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-22 13:05:30 -0800,2018-08-22 13:04:09 -0800,2018-08-22 13:05:29 -0800,Cycling,1.340784251689910,min,2018,,,
Keiser M Series,3.7.6,,2018-08-24 09:59:22 -0800,2018-08-24 09:00:00 -0800,2018-08-24 09:56:18 -0800,Cycling,56.3,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-24 09:58:33 -0800,2018-08-24 09:01:50 -0800,2018-08-24 09:58:32 -0800,Cycling,56.69522745013240,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-26 09:40:14 -0800,2018-08-26 08:21:10 -0800,2018-08-26 09:40:12 -0800,Walking,79.03611664970720,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-27 10:47:08 -0800,2018-08-27 09:59:58 -0800,2018-08-27 10:47:07 -0800,HighIntensityIntervalTraining,30.1073346833388,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-27 18:50:31 -0800,2018-08-27 18:25:49 -0800,2018-08-27 18:50:30 -0800,Other,24.68400739828750,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-30 19:07:51 -0800,2018-08-30 18:30:39 -0800,2018-08-30 19:07:50 -0800,Walking,37.18238804936410,min,2018,,,
Keiser M Series,3.7.6,,2018-08-31 09:53:30 -0800,2018-08-31 08:53:04 -0800,2018-08-31 09:52:57 -0800,Cycling,59.88333333333330,min,2018,,,
John’s Apple Watch,4.3.2,,2018-08-31 09:55:05 -0800,2018-08-31 08:52:06 -0800,2018-08-31 09:55:04 -0800,Cycling,62.53249561786650,min,2018,,,
John’s Apple Watch,4.3.2,,2018-09-02 09:46:02 -0800,2018-09-02 08:27:02 -0800,2018-09-02 09:46:00 -0800,Walking,78.97453449964520,min,2018,,,
John’s Apple Watch,4.3.2,,2018-09-03 08:53:01 -0800,2018-09-03 07:57:39 -0800,2018-09-03 08:52:59 -0800,Walking,55.32804461717610,min,2018,,,
Keiser M Series,3.8.1,,2018-09-05 10:46:45 -0800,2018-09-05 10:02:56 -0800,2018-09-05 10:46:19 -0800,Cycling,43.38333333333330,min,2018,,,
John’s Apple Watch,4.3.2,,2018-09-05 10:47:27 -0800,2018-09-05 10:03:51 -0800,2018-09-05 10:47:26 -0800,Cycling,43.58710038264590,min,2018,,,
Keiser M Series,3.8.1,,2018-09-07 09:58:17 -0800,2018-09-07 08:49:32 -0800,2018-09-07 09:57:01 -0800,Cycling,67.48333333333330,min,2018,,,
John’s Apple Watch,4.3.2,,2018-09-07 09:58:26 -0800,2018-09-07 08:50:42 -0800,2018-09-07 09:58:25 -0800,Cycling,67.72075386643410,min,2018,,,
John’s Apple Watch,4.3.2,,2018-09-08 07:20:41 -0800,2018-09-08 06:43:56 -0800,2018-09-08 07:20:40 -0800,Walking,36.72909606695180,min,2018,,,
John’s Apple Watch,4.3.2,,2018-09-09 08:38:09 -0800,2018-09-09 07:28:13 -0800,2018-09-09 08:38:07 -0800,Walking,69.90556545058890,min,2018,,,
John’s Apple Watch,4.3.2,,2018-09-09 17:13:53 -0800,2018-09-09 16:50:15 -0800,2018-09-09 17:13:52 -0800,Walking,23.60649451613430,min,2018,,,
John’s Apple Watch,4.3.2,,2018-09-10 11:16:49 -0800,2018-09-10 10:02:24 -0800,2018-09-10 11:16:49 -0800,HighIntensityIntervalTraining,19.03339555064840,min,2018,,,
Keiser M Series,3.8.1,,2018-09-12 10:45:55 -0800,2018-09-12 10:00:15 -0800,2018-09-12 10:45:06 -0800,Cycling,44.85,min,2018,,,
John’s Apple Watch,4.3.2,,2018-09-12 10:45:26 -0800,2018-09-12 10:00:47 -0800,2018-09-12 10:45:24 -0800,Cycling,44.6300728837649,min,2018,,,
Keiser M Series,3.8.1,,2018-09-14 09:53:35 -0800,2018-09-14 08:49:52 -0800,2018-09-14 09:53:02 -0800,Cycling,63.16666666666670,min,2018,,,
John’s Apple Watch,4.3.2,,2018-09-14 09:53:40 -0800,2018-09-14 08:50:34 -0800,2018-09-14 09:53:39 -0800,Cycling,63.08483488162360,min,2018,,,
John’s Apple Watch,4.3.2,,2018-09-16 08:23:56 -0800,2018-09-16 07:13:02 -0800,2018-09-16 08:23:53 -0800,Walking,70.85581153233850,min,2018,,,
John’s Apple Watch,4.3.2,,2018-09-17 10:49:07 -0800,2018-09-17 10:05:09 -0800,2018-09-17 10:49:06 -0800,HighIntensityIntervalTraining,43.94893601735430,min,2018,,,
Keiser M Series,3.8.1,,2018-09-19 10:50:19 -0800,2018-09-19 09:59:05 -0800,2018-09-19 10:48:41 -0800,Cycling,49.6,min,2018,,,
John’s Apple Watch,5.0,"<<HKDevice: 0x303db1b30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch3,4, software:5.0, creation date:2018-09-19 14:56:05 +0000>",2018-09-19 10:49:56 -0800,2018-09-19 09:59:47 -0800,2018-09-19 10:49:48 -0800,Cycling,50.02215436697010,min,2018,,,
John’s Apple Watch,5.0,"<<HKDevice: 0x303db1b30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch3,4, software:5.0, creation date:2018-09-19 14:56:05 +0000>",2018-09-24 10:54:16 -0800,2018-09-24 10:03:39 -0800,2018-09-24 10:54:11 -0800,HighIntensityIntervalTraining,50.52723086675010,min,2018,,,
Keiser M Series,3.8.1,,2018-09-26 10:46:40 -0800,2018-09-26 09:58:29 -0800,2018-09-26 10:46:12 -0800,Cycling,47.71666666666670,min,2018,,,
John’s Apple Watch,5.0,"<<HKDevice: 0x303db1b30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch3,4, software:5.0, creation date:2018-09-19 14:56:05 +0000>",2018-09-26 10:46:50 -0800,2018-09-26 09:59:18 -0800,2018-09-26 10:46:42 -0800,Cycling,47.40393813252450,min,2018,,,
Keiser M Series,3.8.4,,2018-09-28 10:01:39 -0800,2018-09-28 08:46:35 -0800,2018-09-28 10:01:15 -0800,Cycling,74.66666666666670,min,2018,,,
John’s Apple Watch,5.0,"<<HKDevice: 0x303db1b30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch3,4, software:5.0, creation date:2018-09-19 14:56:05 +0000>",2018-09-28 10:02:01 -0800,2018-09-28 08:47:11 -0800,2018-09-28 10:01:52 -0800,Cycling,74.67825458447140,min,2018,,,
John’s Apple Watch,5.0,"<<HKDevice: 0x303db1b30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch3,4, software:5.0, creation date:2018-09-19 14:56:05 +0000>",2018-10-01 10:57:33 -0800,2018-10-01 10:15:46 -0800,2018-10-01 10:57:28 -0800,HighIntensityIntervalTraining,41.70593510071440,min,2018,,,
Keiser M Series,3.8.4,,2018-10-03 10:51:36 -0800,2018-10-03 10:04:44 -0800,2018-10-03 10:51:04 -0800,Cycling,46.33333333333330,min,2018,,,
John’s Apple Watch,5.0,"<<HKDevice: 0x303db1b30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch3,4, software:5.0, creation date:2018-09-19 14:56:05 +0000>",2018-10-03 10:52:11 -0800,2018-10-03 10:05:42 -0800,2018-10-03 10:52:04 -0800,Cycling,46.3514510333538,min,2018,,,
John’s Apple Watch,5.0,"<<HKDevice: 0x303db1b30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch3,4, software:5.0, creation date:2018-09-19 14:56:05 +0000>",2018-10-08 10:53:15 -0800,2018-10-08 09:57:51 -0800,2018-10-08 10:53:10 -0800,HighIntensityIntervalTraining,55.31227569977440,min,2018,,,
Keiser M Series,3.8.4,,2018-10-12 09:53:41 -0800,2018-10-12 08:55:16 -0800,2018-10-12 09:52:37 -0800,Cycling,57.35,min,2018,,,
John’s Apple Watch,5.0,"<<HKDevice: 0x303db1b30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch3,4, software:5.0, creation date:2018-09-19 14:56:05 +0000>",2018-10-12 09:54:52 -0800,2018-10-12 08:56:22 -0800,2018-10-12 09:54:47 -0800,Cycling,58.426413667202,min,2018,,,
John’s Apple Watch,5.0,"<<HKDevice: 0x303db1b30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch3,4, software:5.0, creation date:2018-09-19 14:56:05 +0000>",2018-10-15 11:18:14 -0800,2018-10-15 10:09:44 -0800,2018-10-15 11:18:08 -0800,HighIntensityIntervalTraining,68.39778478344280,min,2018,,,
